#	Name1	Mass1	Boson1	E1	px1	py1	pz1	pT1	Name2	Mass2	Boson2	E2	px2	py2	pz2	pT2
	W+	80.39	1	89.4034	33.408	-15.99	-12.595	37.0375	W-	80.39	1	114.991	24.592	-66.01	-42.405	70.4421
	b	4.18	0	48.577	-47.709	-6.324	5.11	48.1263	b	4.18	0	92.2864	-9.291	-61.676	67.89	62.3719
	b	4.18	0	50.7406	48.276	5.236	14.112	48.5591	b	4.18	0	83.7624	32.724	71.764	27.888	78.8729
	b	4.18	0	46.8698	-40.158	-17.2	16.456	43.6864	b	4.18	0	83.553	-56.842	-32.8	51.544	65.6266
	tau+	1.77	0	28.5155	-8.184	-26.331	-7.05	27.5735	tau-	1.77	0	48.7307	-13.816	-40.669	-22.95	42.9517
	b	4.18	0	29.1578	-27.306	4.44	8.208	27.6646	b	4.18	0	69.5283	-9.694	25.56	63.792	27.3366
	b	4.18	0	39.3983	39.087	0.408	2.607	39.0891	b	4.18	0	45.6612	3.913	33.592	30.393	33.8191
	b	4.18	0	7.91206	6.255	-2.436	-0.263	6.71261	b	4.18	0	55.7934	2.745	-55.564	-0.737	55.6318
	b	4.18	0	64.1221	-63.984	-0.432	-0.192	63.9855	b	4.18	0	29.4131	-29.016	-1.568	-1.808	29.0583
	b	4.18	0	27.4827	21.216	16.951	-0.609	27.1561	b	4.18	0	53.3326	17.784	50.049	-2.391	53.1147
	b	4.18	0	15.5424	13.797	5.428	2.067	14.8263	b	4.18	0	72.8645	49.203	53.572	0.933	72.7385
	b	4.18	0	25.9491	-11.895	0.098	22.68	11.8954	b	4.18	0	55.3099	-53.105	13.902	5.32	54.8945
	b	4.18	0	18.4124	-5.823	-16.464	-4.071	17.4634	b	4.18	0	76.2	-3.177	-39.536	-64.929	39.6634
	b	4.18	0	41.7146	11.97	-19.044	34.881	22.4934	b	4.18	0	92.7728	78.03	-26.956	42.119	82.5549
	b	4.18	0	29.4931	2.344	-6.004	28.475	6.44534	b	4.18	0	90.0818	1.656	-69.996	56.525	70.0156
	b	4.18	0	33.6116	17.7	28.175	-2.268	33.2734	b	4.18	0	61.8802	57.3	20.825	-9.732	60.967
	W+	80.39	1	101.221	-60.192	-12.089	3.723	61.394	W-	80.39	1	125.4	-15.808	-64.911	69.277	66.8082
	b	4.18	0	26.287	-2.639	-13.52	21.995	13.7751	b	4.18	0	60.3986	-4.361	-51.48	31.005	51.6644
	b	4.18	0	40.9491	-38.736	12.596	-0.465	40.7325	b	4.18	0	107.823	-9.264	54.404	-92.535	55.1871
	b	4.18	0	45.0014	-0.901	-11.766	43.225	11.8004	b	4.18	0	61.9894	-52.099	-25.234	21.775	57.8883
	W+	80.39	1	92.2325	44.286	5.192	-7.488	44.5893	W-	80.39	1	99.4444	16.714	38.808	-40.512	42.2542
	W+	80.39	1	82.0428	-16.28	1.722	-0.684	16.3708	W-	80.39	1	90.9618	-23.72	1.278	-35.316	23.7544
	W+	80.39	1	89.4322	9.718	0.108	-37.962	9.7186	W-	80.39	1	89.0701	33.282	0.892	-19.038	33.294
	b	4.18	0	6.70248	-2.577	-0.616	4.52	2.6496	b	4.18	0	41.6384	-0.423	-21.384	35.48	21.3882
	b	4.18	0	50.8049	13.622	0.609	48.762	13.6356	b	4.18	0	85.9109	84.378	6.391	14.238	84.6197
	b	4.18	0	13.1253	10.53	0.206	-6.624	10.532	b	4.18	0	65.6666	4.47	0.794	-65.376	4.53997
	W+	80.39	1	98.5629	56.94	3.15	-0.043	57.0271	W-	80.39	1	109.084	3.06	59.85	-42.957	59.9282
	W+	80.39	1	81.2223	-9.52	-6.592	0.648	11.5795	W-	80.39	1	100.923	-58.48	-1.408	17.352	58.4969
	b	4.18	0	42.4277	-23.691	31.59	14.948	39.4866	b	4.18	0	88.178	-29.309	58.41	59.052	65.3509
	W+	80.39	1	82.5868	-5.304	-18.04	-2.112	18.8036	W-	80.39	1	89.0084	-7.696	-36.96	-5.888	37.7527
	b	4.18	0	22.5449	13.43	-9.15	-15.057	16.2508	b	4.18	0	54.6841	20.57	-15.85	-47.943	25.9682
	Z	91.19	1	94.0809	-21.856	1.666	-7.426	21.9194	Z	91.19	1	126.262	-10.144	5.334	-86.574	11.4609
	W+	80.39	1	87.1543	31.906	2.28	10.494	31.9874	W-	80.39	1	120.751	11.094	12.72	88.506	16.8782
	W+	80.39	1	84.6081	7.353	12.994	21.75	14.9302	W-	80.39	1	121.542	49.647	76.006	8.25	90.784
	b	4.18	0	31.3967	-31.04	-0.168	-2.184	31.0405	b	4.18	0	113.112	-0.96	-83.832	-75.816	83.8375
	b	4.18	0	37.356	36.81	0.516	-4.77	36.8136	b	4.18	0	85.7953	8.19	3.484	-85.23	8.90024
	W+	80.39	1	91.0284	-42.3	-5.81	-0.756	42.6971	W-	80.39	1	94.0269	-32.7	-8.19	-35.244	33.71
	b	4.18	0	35.98	6.264	-27.716	-21.672	28.415	b	4.18	0	104.165	80.736	-13.284	-64.328	81.8215
	b	4.18	0	47.3324	-5.544	46.818	-0.474	47.1451	b	4.18	0	37.8305	-15.456	34.182	-2.526	37.514
	b	4.18	0	33.2614	32.148	2.64	6.956	32.2562	b	4.18	0	92.4668	5.852	30.36	87.044	30.9189
	b	4.18	0	21.6285	-4.062	2.795	-20.64	4.93071	b	4.18	0	71.842	-1.938	40.205	-59.36	40.2517
	b	4.18	0	36.6955	-36.426	0.002	-1.495	36.426	b	4.18	0	22.1485	-2.574	1.998	-21.505	3.25845
	b	4.18	0	51.6443	-50.236	5.148	-9.975	50.4991	b	4.18	0	90.5235	-25.764	16.852	-85.025	30.7859
	b	4.18	0	21.6019	13.846	-4.2	-15.486	14.469	b	4.18	0	80.4369	32.154	-3.8	-73.514	32.3778
	b	4.18	0	62.8424	-23.634	57.967	3.6	62.5998	b	4.18	0	85.1192	-54.366	33.033	56.4	63.6148
	W+	80.39	1	84.0227	21.582	11.466	0.112	24.4387	W-	80.39	1	89.4568	11.418	37.534	0.888	39.2323
	b	4.18	0	41.8018	41.58	-0.066	-1.007	41.5801	b	4.18	0	37.8381	2.42	-32.934	-17.993	33.0228
	b	4.18	0	43.8832	37.52	20.838	-8.142	42.9182	b	4.18	0	76.1095	29.48	48.162	-50.858	56.4681
	b	4.18	0	54.8105	-10.098	1.962	53.674	10.2868	b	4.18	0	97.7933	-88.902	4.038	40.326	88.9937
	W+	80.39	1	88.0552	4.232	-13.501	33.03	14.1487	W-	80.39	1	132.294	87.768	-9.499	56.97	88.2805
	b	4.18	0	31.9344	-30.969	1.581	-6.384	31.0093	b	4.18	0	59.0026	-6.031	29.419	-50.616	30.0308
	b	4.18	0	21.7705	4.601	13.158	-16.192	13.9392	b	4.18	0	46.6502	38.399	20.842	-15.808	43.6906
	W+	80.39	1	86.9781	32.25	-3.478	7.105	32.437	W-	80.39	1	111.039	10.75	-70.522	27.895	71.3366
	b	4.18	0	40.9931	-40.748	0.048	1.6	40.748	b	4.18	0	21.3259	-20.252	3.952	3.4	20.634
	b	4.18	0	50.9775	48.025	-16.52	-1.386	50.7869	b	4.18	0	75.7114	36.975	-23.48	-61.614	43.8002
	tau+	1.77	0	29.4614	-29.264	-2.592	1.32	29.3786	tau-	1.77	0	94.9058	-1.736	-69.408	64.68	69.4297
	b	4.18	0	22.5021	-21.525	-3.904	-3.21	21.8762	b	4.18	0	59.2039	-13.475	-57.096	-6.79	58.6645
	W+	80.39	1	82.1112	-0.248	1.738	16.632	1.7556	W-	80.39	1	81.7198	-0.752	9.262	11.368	9.29248
	b	4.18	0	36.7778	-15.075	-32.208	8.398	35.5614	b	4.18	0	64.7929	-51.925	-28.792	25.602	59.3733
	b	4.18	0	26.611	-0.587	-12.638	-23.035	12.6516	b	4.18	0	98.43	-0.413	-76.362	-61.965	76.3631
	Z	91.19	1	94.2774	14.375	-7.544	17.58	16.2343	Z	91.19	1	131.614	8.625	-84.456	42.42	84.8953
	b	4.18	0	21.5349	-20.68	-4.24	-0.8	21.1102	b	4.18	0	35.1959	-34.32	-5.76	-3.2	34.8
	W+	80.39	1	98.7342	54.646	-3.864	16.875	54.7824	W-	80.39	1	106.896	34.354	-20.136	58.125	39.8203
	b	4.18	0	37.3329	34.733	-13	-0.946	37.0861	b	4.18	0	94.4623	12.267	-39	-85.054	40.8837
	W+	80.39	1	100.954	-4.914	46.08	-39.77	46.3413	W-	80.39	1	122.641	-58.086	43.92	-57.23	72.8214
	b	4.18	0	72.0422	71.57	-2.475	6.65	71.6128	b	4.18	0	106.743	13.43	-96.525	43.35	97.4548
	W+	80.39	1	90.4351	39.258	-10.74	-7.708	40.7006	W-	80.39	1	120.937	14.742	-49.26	-74.292	51.4186
	b	4.18	0	18.1219	11.775	0.752	-13.104	11.799	b	4.18	0	66.872	3.225	15.248	-64.896	15.5853
	b	4.18	0	63.5724	63.411	-0.855	-1.512	63.4168	b	4.18	0	63.4789	5.589	-14.145	-61.488	15.2091
	W+	80.39	1	107.938	72	2.016	0.072	72.0282	W-	80.39	1	98.5253	3	53.984	17.928	54.0673
	b	4.18	0	28.2932	-6.804	11.475	24.598	13.3405	b	4.18	0	46.756	-21.196	33.525	24.402	39.6635
	b	4.18	0	42.2242	0	25.039	-33.741	25.039	b	4.18	0	42.8812	2	23.961	-35.259	24.0443
	tau+	1.77	0	69.8918	-69.741	-3.927	1.58	69.8515	tau-	1.77	0	83.4805	-11.259	-29.073	77.42	31.177
	b	4.18	0	67.78	-67.62	-1.19	-1.666	67.6305	b	4.18	0	118.483	-2.38	-68.81	-96.334	68.8512
	b	4.18	0	26.8933	21.28	-0.595	-15.893	21.2883	b	4.18	0	74.4557	73.72	-6.405	-7.107	73.9977
	b	4.18	0	31.4651	-14.625	-23.556	14.276	27.7268	b	4.18	0	78.3815	-24.375	-28.444	68.724	37.4593
	W+	80.39	1	94.8053	-5.292	-49.56	6.426	49.8417	W-	80.39	1	126.089	-92.708	-20.44	20.574	94.9345
	tau+	1.77	0	27.3668	-3.484	-10.962	24.769	11.5023	tau-	1.77	0	55.7528	-48.516	-16.038	22.231	51.0981
	b	4.18	0	9.26817	5.265	-2.232	5.977	5.71857	b	4.18	0	54.476	39.735	-0.768	37.023	39.7424
	b	4.18	0	17.287	-12.096	5.196	10.395	13.1648	b	4.18	0	49.4928	-19.904	6.804	44.605	21.0348
	b	4.18	0	59.4579	8.5	-0.427	58.697	8.51072	b	4.18	0	68.9132	25.5	-60.573	20.303	65.7217
	b	4.18	0	38.2544	-28.673	-23.712	7.844	37.2075	b	4.18	0	81.7613	-24.327	-72.288	29.156	76.2716
	b	4.18	0	77.072	-76.074	10.08	-5.81	76.7389	b	4.18	0	112.47	-16.926	79.92	-77.19	81.6927
	W+	80.39	1	84.9668	-8.91	12.726	22.704	15.5351	W-	80.39	1	119.553	-72.09	50.274	10.296	87.8888
	W+	80.39	1	104.345	-66.5	1.29	1.23	66.5125	W-	80.39	1	86.9867	-9.5	28.71	13.77	30.2409
	b	4.18	0	27.1874	2.79	-21.84	15.392	22.0175	b	4.18	0	71.6128	7.21	-69.16	16.608	69.5348
	b	4.18	0	37.7025	37.093	-2.706	4.56	37.1916	b	4.18	0	40.617	11.907	-19.294	33.44	22.6723
	W+	80.39	1	104.529	66.663	2.016	-3.978	66.6935	W-	80.39	1	111.099	14.337	13.984	-74.022	20.0275
	b	4.18	0	55.5394	-23.562	49.726	6.27	55.0258	b	4.18	0	78.4427	-42.438	44.274	48.73	61.3284
	b	4.18	0	22.9415	11.286	2.55	19.364	11.5705	b	4.18	0	43.4179	10.714	31.45	27.636	33.2249
	b	4.18	0	49.215	-40.788	27.208	0.84	49.03	b	4.18	0	64.8127	-25.212	48.792	34.16	54.9209
	b	4.18	0	36.206	-35.579	3.173	-4.18	35.7202	b	4.18	0	54.5992	-11.421	15.827	-50.82	19.5175
	b	4.18	0	34.2326	33.516	-3.18	4.579	33.6665	b	4.18	0	45.5724	42.484	-6.82	14.421	43.0279
	b	4.18	0	23.8688	13.23	-19.4	-0.924	23.4818	b	4.18	0	77.879	76.77	-5.6	-11.076	76.974
	b	4.18	0	36.2563	-7.174	-34.866	-5.472	35.5964	b	4.18	0	52.0431	-26.826	-43.134	-10.528	50.7954
	b	4.18	0	36.2168	35.763	-3.888	0.275	35.9737	b	4.18	0	56.1292	3.237	-50.112	24.725	50.2164
	Z	91.19	1	101.799	-3.894	9.262	-44.118	10.0473	Z	91.19	1	115.19	-55.106	12.738	-41.882	56.5591
	b	4.18	0	45.749	-32.64	29.234	-12.47	43.8178	b	4.18	0	101.82	-27.36	64.766	-73.53	70.3079
	tau+	1.77	0	24.7819	-17.385	-8.134	-15.576	19.1938	tau-	1.77	0	92.7589	-77.615	-5.866	-50.424	77.8364
	Z	91.19	1	129.867	1.344	-1.173	-92.448	1.78389	Z	91.19	1	140.608	94.656	-49.827	-3.552	106.97
	b	4.18	0	42.5948	-16.188	39.114	2.21	42.3315	b	4.18	0	84.6004	-54.812	13.886	62.79	56.5436
	b	4.18	0	62.4472	-30.086	-3.72	-54.435	30.3151	b	4.18	0	83.7825	-67.914	-27.28	-40.565	73.1882
	b	4.18	0	46.9194	-23.016	-0.093	-40.672	23.0162	b	4.18	0	53.0494	-32.984	-0.907	-41.328	32.9965
	tau+	1.77	0	80.2102	-80.178	1.088	-0.918	80.1854	tau-	1.77	0	83.6452	-2.822	66.912	-50.082	66.9715
	b	4.18	0	54.5569	46.956	0.532	-27.456	46.959	b	4.18	0	56.6474	39.044	13.468	-38.544	41.3016
	b	4.18	0	16.9984	5.715	2.296	15.282	6.15896	b	4.18	0	46.7765	3.285	25.704	38.718	25.9131
	W+	80.39	1	97.5759	1.422	42.542	-35.308	42.5658	W-	80.39	1	111.733	7.578	46.458	-61.692	47.072
	b	4.18	0	50.3081	-4.13	-49.955	0.936	50.1254	b	4.18	0	49.0989	-5.87	-47.045	12.064	47.4098
	b	4.18	0	62.5736	-2.73	37.35	49.955	37.4496	b	4.18	0	99.901	-75.27	45.65	47.045	88.0312
	b	4.18	0	57.983	57.78	-0.158	-2.45	57.7802	b	4.18	0	103.93	2.22	-78.842	-67.55	78.8732
	W+	80.39	1	90.6854	41.354	-7.144	-0.308	41.9665	W-	80.39	1	114.605	4.646	-68.856	-43.692	69.0126
	W+	80.39	1	92.3998	-28.182	10.37	34.255	30.0294	W-	80.39	1	114.154	-37.818	50.63	50.745	63.1949
	b	4.18	0	70.9882	-70.713	3.621	-2.9	70.8056	b	4.18	0	55.7305	-26.287	13.379	-47.1	29.4958
	b	4.18	0	36.2507	32.715	7.28	13.167	33.5152	b	4.18	0	97.6503	12.285	44.72	85.833	46.3767
	W+	80.39	1	81.9763	-7.77	-9.1	-10.695	11.9659	W-	80.39	1	120.098	-34.23	-3.9	-82.305	34.4515
	b	4.18	0	34.3759	29.376	15.552	7.708	33.2387	b	4.18	0	96.0528	38.624	16.448	86.292	41.9804
	W+	80.39	1	93.426	43.776	-11.178	14.986	45.1806	W-	80.39	1	118.623	28.224	-69.822	44.014	75.3107
	W+	80.39	1	90.5523	-41.407	4.096	-2.42	41.6091	W-	80.39	1	108.679	-5.593	59.904	-41.58	60.1645
	b	4.18	0	44.5833	6.099	-43.956	-0.935	44.3771	b	4.18	0	34.4653	12.901	-30.044	-10.065	32.6968
	b	4.18	0	65.7033	0.076	63.516	-16.284	63.516	b	4.18	0	77.4954	3.924	15.484	-75.716	15.9735
	b	4.18	0	71.1049	-10.988	70.122	0.78	70.9777	b	4.18	0	63.8415	-56.012	16.878	25.22	58.4997
	b	4.18	0	38.382	34.788	0.518	15.66	34.7919	b	4.18	0	58.255	43.212	36.482	13.34	56.5527
	b	4.18	0	22.3963	21.965	-0.017	-1.288	21.965	b	4.18	0	44.9296	1.035	-0.983	-44.712	1.42742
	b	4.18	0	28.9994	1.649	-14.134	-24.92	14.2299	b	4.18	0	62.7588	15.351	-59.866	-10.08	61.8028
	b	4.18	0	42.7431	12.555	-39.699	8.71	41.637	b	4.18	0	83.1342	14.445	-59.301	56.29	61.035
	b	4.18	0	26.6726	26.34	-0.216	0.336	26.3409	b	4.18	0	24.3728	3.66	-1.784	23.664	4.07164
	b	4.18	0	17.6729	7.074	-3.608	15.225	7.94098	b	4.18	0	44.2506	10.926	-40.392	13.775	41.8437
	b	4.18	0	28.3395	-11.6	-16.554	-19.418	20.2137	b	4.18	0	72.4579	-46.4	-14.446	-53.582	48.5968
	W+	80.39	1	86.3409	14.98	-3.782	27.45	15.45	W-	80.39	1	93.4333	20.02	-27.218	33.55	33.7879
	b	4.18	0	35.0455	32.877	0.203	-11.392	32.8776	b	4.18	0	78.257	6.123	6.797	-77.608	9.14824
	W+	80.39	1	82.6367	7.905	9.125	14.85	12.0729	W-	80.39	1	118.758	85.095	15.875	12.15	86.5631
	b	4.18	0	35.8982	-29.484	0.616	-20.038	29.4904	b	4.18	0	86.7548	-9.516	55.384	-65.962	56.1956
	b	4.18	0	47.3225	3.762	11.65	45.52	12.2424	b	4.18	0	53.9376	15.238	38.35	34.48	41.2664
	b	4.18	0	40.0214	37.145	-6.495	-12.74	37.7086	b	4.18	0	98.2302	47.855	-8.505	-85.26	48.6049
	b	4.18	0	10.4762	1.48	7.84	-5.35	7.97847	b	4.18	0	22.0914	6.52	20.16	-4.65	21.1881
	b	4.18	0	39.0034	38.352	5.25	-2.314	38.7097	b	4.18	0	90.7611	9.648	24.75	-86.686	26.564
	b	4.18	0	35.4283	-27.404	-20	-9.312	33.9261	b	4.18	0	97.8791	-40.596	-20	-86.688	45.2552
	b	4.18	0	53.8667	53.65	-0.312	-2.394	53.6509	b	4.18	0	44.3177	4.35	-25.688	-35.606	26.0537
	b	4.18	0	62.3808	-62.216	1.75	-0.051	62.2406	b	4.18	0	17.6861	-14.784	8.25	-2.949	16.9301
	b	4.18	0	90.9014	-90.804	0.096	0.469	90.8041	b	4.18	0	68.5435	-1.196	15.904	66.531	15.9489
	b	4.18	0	29.0194	27.432	4.515	-7.194	27.8011	b	4.18	0	66.9206	8.568	30.485	-58.806	31.6662
	b	4.18	0	46.8616	46.671	0.095	0.588	46.6711	b	4.18	0	136.065	0.329	94.905	97.412	94.9056
	Z	91.19	1	93.607	-14.184	1.167	-15.624	14.2319	Z	91.19	1	109.422	-21.816	1.833	-56.376	21.8929
	W+	80.39	1	81.023	-7.155	-4.399	-5.624	8.39912	W-	80.39	1	116.741	-1.845	-78.601	-31.376	78.6227
	b	4.18	0	32.1259	0.48	16.912	26.988	16.9188	b	4.18	0	89.5157	79.52	39.088	12.012	88.6076
	W+	80.39	1	86.7506	-28.464	8.568	13.398	29.7256	W-	80.39	1	103.58	-19.536	33.432	52.602	38.7215
	tau+	1.77	0	25.1624	-25.004	0.656	2.093	25.0126	tau-	1.77	0	45.5725	-2.996	40.344	20.907	40.4551
	tau+	1.77	0	30.3698	-29.876	4.878	1.68	30.2716	tau-	1.77	0	52.3352	-47.124	4.122	22.32	47.3039
	tau+	1.77	0	74.315	-74.208	-2.788	-2.232	74.2604	tau-	1.77	0	69.4697	-21.792	-65.212	-9.768	68.7568
	b	4.18	0	39.4354	-29	26.394	0.182	39.2128	b	4.18	0	99.067	-29	26.606	90.818	39.3558
	b	4.18	0	39.4192	-34.408	18.668	-2	39.1459	b	4.18	0	63.5342	-53.592	33.332	-6	63.112
	b	4.18	0	43.4696	1.422	-34.51	-26.061	34.5393	b	4.18	0	69.2166	4.578	-50.49	-46.939	50.6971
	b	4.18	0	44.3133	-25.608	-12.88	33.534	28.6647	b	4.18	0	90.0156	-71.392	-27.12	47.466	76.3696
	W+	80.39	1	115.523	82.32	-10.16	1.782	82.9446	W-	80.39	1	119.636	15.68	-69.84	52.218	71.5785
	b	4.18	0	44.1409	-4.536	-41.448	-13.872	41.6955	b	4.18	0	63.6769	-22.464	-24.552	-54.128	33.2781
	W+	80.39	1	114.45	-81.43	2.08	-1.008	81.4566	W-	80.39	1	128.023	-3.57	77.92	-61.992	78.0017
	b	4.18	0	71.9793	69.75	-7.056	15.77	70.106	b	4.18	0	112.942	23.25	-76.944	79.23	80.38
	b	4.18	0	80.9643	79.968	2.385	11.712	80.0036	b	4.18	0	99.7038	16.032	50.615	84.288	53.0933
	W+	80.39	1	89.2692	-27.504	26.394	-7.303	38.1197	W-	80.39	1	116.836	-20.496	56.606	-59.697	60.2024
	tau+	1.77	0	11.4094	-9.945	-5.022	1.708	11.1411	tau-	1.77	0	49.5534	-5.055	-48.978	5.292	49.2382
	b	4.18	0	41.3429	17.914	-5.918	-36.549	18.8662	b	4.18	0	68.5116	35.086	-16.082	-56.451	38.5961
	b	4.18	0	12.2289	5.632	-9.724	-2.408	11.2372	b	4.18	0	21.7416	16.368	-7.276	-11.592	17.9123
	b	4.18	0	34.7384	-8.554	-1.104	33.39	8.62495	b	4.18	0	61.3916	-38.446	-46.896	8.61	60.641
	b	4.18	0	17.8629	5.44	10.578	-12.654	11.8949	b	4.18	0	79.807	4.56	75.422	-25.346	75.5597
	b	4.18	0	19.7353	17.96	-7.029	-0.201	19.2865	b	4.18	0	92.6069	2.04	-63.971	-66.799	64.0035
	W+	80.39	1	109.234	-73.842	-0.624	-4.053	73.8446	W-	80.39	1	96.7536	-19.158	-47.376	-16.947	51.103
