b	4.18	0	7.08224	3.572	1.694	4.13	3.95333	b	4.18	0	35.1654	15.428	5.306	30.87	16.3149
tau	1.7768	0	15.295	-0.29	0.9	15.162	0.945569	tau	1.7768	0	89.7273	-9.71	89.1	3.838	89.6275
b	4.18	0	41.8459	9.412	2.56	40.478	9.75394	b	4.18	0	47.7815	16.588	29.44	33.522	33.7916
W	80.39	1	119.509	-5.355	-45.825	-75.44	46.1368	W	80.39	1	93.9235	-45.645	-1.175	-16.56	45.6601
b	4.18	0	86.7216	-77.805	31.38	21.56	83.8947	b	4.18	0	74.475	-17.195	28.62	66.44	33.3882
b	4.18	0	79.7865	-65.044	7.378	45.423	65.4611	b	4.18	0	33.8472	-26.956	9.622	17.577	28.6218
W	80.39	1	85.1252	20.736	-13.776	12.806	24.895	W	80.39	1	92.2864	15.264	-42.224	6.194	44.8983
b	4.18	0	25.2306	-6.156	-21.582	-10.744	22.4428	b	4.18	0	68.4443	-2.844	-0.418	-68.256	2.87455
W	80.39	1	99.6861	35.588	2.76	46.911	35.6949	W	80.39	1	81.3701	5.412	5.24	10.089	7.53308
W	80.39	1	89.0041	-4.044	-34.48	-15.936	34.7163	W	80.39	1	94.1062	-7.956	-45.52	-16.064	46.21
W	80.39	1	89.3769	-37.072	-3.094	-11.907	37.2009	W	80.39	1	112.026	-18.928	-30.906	-69.093	36.2416
b	4.18	0	59.7173	33.397	-4.334	-49.138	33.677	b	4.18	0	65.3586	57.603	-6.666	-29.862	57.9874
W	80.39	1	96.3016	-33.516	5.1	40.769	33.9018	W	80.39	1	109.182	-15.484	69.9	18.231	71.5944
b	4.18	0	64.8081	3.94	60.775	-21.76	60.9026	b	4.18	0	13.6068	0.06	4.225	-12.24	4.22543
b	4.18	0	26.6598	-24.336	6.444	7.714	25.1747	b	4.18	0	32.7265	-1.664	11.556	30.286	11.6752
W	80.39	1	127.816	48.51	-86.724	0.216	99.3694	W	80.39	1	95.7614	50.49	-12.276	2.784	51.9609
tau	1.7768	0	51.8184	-27.778	-4.553	-43.47	28.1487	tau	1.7768	0	30.7149	-15.222	-24.447	-10.53	28.7987
b	4.18	0	62.0391	-6.156	55.055	-27.612	55.3981	b	4.18	0	35.1299	-11.844	21.945	-24.388	24.9372
b	4.18	0	73.3958	-15.12	-64.876	30.528	66.6146	b	4.18	0	53.5647	-5.88	-33.124	41.472	33.6418
b	4.18	0	81.5525	-15.743	49.104	63.042	51.5659	b	4.18	0	80.374	-75.257	22.896	15.958	78.6628
b	4.18	0	61.1203	-30.71	36.58	-37.908	47.7619	b	4.18	0	46.5517	-6.29	22.42	-40.092	23.2856
b	4.18	0	64.0141	-50.904	38.376	-4.05	63.749	b	4.18	0	45.355	-21.096	39.624	-4.95	44.8899
W	80.39	1	125.517	-54.978	-46.965	63.747	72.3069	W	80.39	1	103.587	-43.022	-46.035	17.253	63.0088
b	4.18	0	54.1562	-36.18	36.856	15.75	51.6465	b	4.18	0	64.5744	-30.82	31.144	47.25	43.8158
b	4.18	0	95.3849	10.976	-73.05	-60.2	73.87	b	4.18	0	40.1803	3.024	-1.95	-39.8	3.5982
b	4.18	0	84.8826	47.85	69.54	-7.884	84.4123	b	4.18	0	31.8127	18.15	25.46	-4.116	31.2671
b	4.18	0	68.0397	-29.308	-60.268	-10.988	67.0163	b	4.18	0	51.6019	-38.692	-15.732	-30.012	41.768
b	4.18	0	34.9294	20.504	-1.94	-27.9	20.5956	b	4.18	0	29.359	23.496	-0.06	-17.1	23.4961
b	4.18	0	26.3125	5.251	-22.428	-12.012	23.0345	b	4.18	0	86.2847	53.749	-13.572	-65.988	55.436
W	80.39	1	101.058	-40.8	41.405	19.266	58.1293	W	80.39	1	95.4659	-34.2	7.595	37.734	35.0332
b	4.18	0	43.9517	-4.743	12.243	41.736	13.1296	b	4.18	0	70.2003	-26.257	64.757	5.264	69.8777
Z	91.19	1	97.2751	9	29.276	14.448	30.6282	Z	91.19	1	106.243	27	22.724	41.552	35.2899
b	4.18	0	24.4563	-12.338	14.916	-14.35	19.3575	b	4.18	0	61.5605	-18.662	18.084	-55.65	25.9866
b	4.18	0	43.6445	-22.997	-8.468	35.872	24.5065	b	4.18	0	78.4919	-38.003	-64.532	23.128	74.8906
b	4.18	0	15.4969	5.103	13.972	-1.194	14.8747	b	4.18	0	16.4571	15.897	0.028	-0.806	15.897
b	4.18	0	40.9676	10.573	36.594	-14.49	38.0908	b	4.18	0	88.9031	86.427	20.406	-0.51	88.8033
b	4.18	0	83.2664	1.001	45.942	-69.312	45.9529	b	4.18	0	16.866	9.999	11.058	-6.688	14.9084
W	80.39	1	92.522	-40.474	-20.034	7.633	45.1609	W	80.39	1	85.8837	-18.526	-21.966	9.367	28.7353
b	4.18	0	64.5136	-51.935	31.86	-20.79	60.9287	b	4.18	0	77.9323	-33.065	13.14	-69.21	35.5802
b	4.18	0	25.7212	-9.675	3.996	23.12	10.4677	b	4.18	0	67.1169	-35.325	2.004	56.88	35.3818
W	80.39	1	88.5363	5.208	-33.24	-15.624	33.6455	W	80.39	1	113.351	18.792	-6.76	-77.376	19.9709
b	4.18	0	52.8712	-9.92	48.95	-16.834	49.9451	b	4.18	0	50.3088	-30.08	40.05	-2.166	50.088
b	4.18	0	56.4028	-4.55	-54.385	13.615	54.575	b	4.18	0	30.1763	-9.45	-18.615	21.385	20.8763
W	80.39	1	87.6874	31.104	-14.382	7.227	34.2681	W	80.39	1	130.964	4.896	-79.618	65.773	79.7684
b	4.18	0	41.1799	-3.66	24.708	32.472	24.9776	b	4.18	0	50.0014	-16.34	46.292	8.528	49.0912
b	4.18	0	37.6109	27.613	23.872	8.047	36.5014	b	4.18	0	27.433	25.387	8.128	4.953	26.6564
W	80.39	1	93.0611	46.644	-0.768	-4.644	46.6503	W	80.39	1	91.8911	22.356	-3.232	-38.356	22.5884
Z	91.19	1	91.4667	5.088	-4.71	-1.57	6.93339	Z	91.19	1	103.147	47.912	-5.29	-0.43	48.2032
W	80.39	1	94.6587	8.88	47.5	-12.752	48.3229	W	80.39	1	99.4917	51.12	28.5	-3.248	58.5278
b	4.18	0	25.5363	-14.586	18.796	8.282	23.7916	b	4.18	0	64.3525	-2.414	55.204	32.718	55.2568
W	80.39	1	110.741	51.271	35.256	-43.924	62.223	W	80.39	1	93.4994	27.729	16.744	-35.076	32.3923
W	80.39	1	94.9875	-19.872	-40.17	-23.485	44.8166	W	80.39	1	89.644	-3.128	-37.83	-11.515	37.9591
tau	1.7768	0	69.0375	18.84	59.598	-29.26	62.5049	tau	1.7768	0	51.1042	41.16	26.402	-14.74	48.9
W	80.39	1	118.439	-24.472	-22.68	-80.324	33.3656	W	80.39	1	82.0449	-13.528	-7.32	-5.676	15.3815
tau	1.7768	0	40.5222	-32.89	19.158	13.788	38.0629	tau	1.7768	0	50.0384	-13.11	42.842	22.212	44.803
b	4.18	0	39.2056	8.992	37.284	-6.975	38.353	b	4.18	0	8.58078	7.008	1.716	-2.025	7.21503
b	4.18	0	71.2141	63.102	-26.187	-19.656	68.32	b	4.18	0	37.7736	14.898	-2.813	-34.344	15.1612
b	4.18	0	39.6635	14.832	9.408	35.316	17.5641	b	4.18	0	60.6457	9.168	38.592	45.684	39.666
b	4.18	0	72.2244	-26.69	44.668	49.913	52.0345	b	4.18	0	62.5775	-58.31	7.332	21.087	58.7692
W	80.39	1	121.553	69.66	50.37	-30.38	85.9631	W	80.39	1	89.0957	11.34	18.63	-31.62	21.8099
b	4.18	0	71.7027	-67.236	-3.968	-24.236	67.353	b	4.18	0	83.3922	-10.764	-58.032	-58.764	59.0218
W	80.39	1	92.5398	-20.559	7.391	-40.296	21.8472	W	80.39	1	111.607	-56.441	11.609	-51.704	57.6225
b	4.18	0	108.878	-13.335	80.665	-71.78	81.7598	b	4.18	0	6.63063	-1.665	4.335	-2.22	4.64375
b	4.18	0	21.5349	18.48	-10.192	-0.945	21.1042	b	4.18	0	92.9194	37.52	-80.808	-26.055	89.0937
b	4.18	0	52.5398	20.88	46.53	-11.914	51.0001	b	4.18	0	84.6838	69.12	47.47	-11.086	83.8509
b	4.18	0	61.7581	-12.42	5.742	60.078	13.6831	b	4.18	0	42.1629	-41.58	5.258	1.922	41.9111
b	4.18	0	18.2711	-2.547	10.846	13.865	11.141	b	4.18	0	45.3307	-0.453	0.154	45.135	0.478461
b	4.18	0	56.2248	-0.96	8.05	-55.48	8.10704	b	4.18	0	48.8603	-9.04	26.95	-39.52	28.4258
b	4.18	0	72.3101	69.264	-1.2	20.306	69.2744	b	4.18	0	51.8335	8.736	-4.8	50.694	9.96783
b	4.18	0	41.0157	-16.362	-1.59	-37.344	16.4391	b	4.18	0	59.8564	-10.638	-3.41	-58.656	11.1712
b	4.18	0	71.0582	66.088	-7.08	24.78	66.4662	b	4.18	0	66.8516	21.912	-52.92	34.22	57.2771
W	80.39	1	96.9257	38.688	-37.84	-1.845	54.1168	W	80.39	1	92.4124	13.312	-6.16	-43.155	14.6682
b	4.18	0	73.5784	-8.22	-9.48	72.38	12.5475	b	4.18	0	52.1561	-51.78	-0.52	4.62	51.7826
b	4.18	0	58.9952	-14.7	0.382	-56.98	14.705	b	4.18	0	62.7983	-60.3	0.618	-17.02	60.3032
b	4.18	0	37.4816	29.7	0	22.479	29.7	b	4.18	0	44.6245	25.3	0	36.521	25.3
b	4.18	0	48.3751	-8.493	33.128	-33.957	34.1993	b	4.18	0	81.627	-48.507	7.872	-65.043	49.1416
W	80.39	1	85.6424	-3.234	-28.96	4.788	29.14	W	80.39	1	123.921	-3.766	-51.04	79.212	51.1787
b	4.18	0	53.6489	16.137	-21.85	46.075	27.1629	b	4.18	0	98.6809	82.863	-16.15	50.925	84.4221
tau	1.7768	0	66.74	7.884	43.149	-50.27	43.8634	tau	1.7768	0	15.3076	4.116	13.851	-4.73	14.4496
b	4.18	0	75.9995	32.928	63.2	-26.076	71.2635	b	4.18	0	35.3599	16.072	15.8	-26.924	22.5377
W	80.39	1	96.8016	-48.984	-20.24	-9.945	53.0008	W	80.39	1	124.439	-29.016	-71.76	-55.055	77.4043
b	4.18	0	63.6796	-8.532	19.006	-60.03	20.8332	b	4.18	0	33.7744	-0.468	14.994	-29.97	15.0013
W	80.39	1	84.4259	5.316	25.16	-1.975	25.7155	W	80.39	1	81.2067	6.684	8.84	-3.025	11.0825
W	80.39	1	89.5149	-8.688	-15.759	-35.022	17.9952	W	80.39	1	96.2587	-39.312	-35.241	-3.978	52.7955
W	80.39	1	87.7582	-33.746	5.202	8.55	34.1446	W	80.39	1	115.268	-13.254	3.798	81.45	13.7874
W	80.39	1	82.8708	-0.168	8.15	-18.4	8.15173	W	80.39	1	121.967	-1.832	41.85	-81.6	41.8901
b	4.18	0	16.6967	-14.212	7.612	-1.176	16.1221	b	4.18	0	73.5171	-53.788	14.388	-47.824	55.6791
b	4.18	0	76.0539	-27.648	-26.413	-65.61	38.2369	b	4.18	0	78.2469	-68.352	-34.587	-15.39	76.6045
b	4.18	0	10.2909	-6.293	4.158	5.616	7.5426	b	4.18	0	45.449	-24.707	37.842	2.384	45.1935
b	4.18	0	58.2713	-4.833	-53.25	22.785	53.4689	b	4.18	0	38.8733	-22.167	-17.75	26.215	28.3979
b	4.18	0	45.0934	-36.519	6.513	-25.296	37.0952	b	4.18	0	26.8418	-0.481	6.487	-25.704	6.50481
b	4.18	0	42.9347	30.624	28.908	7.24	42.113	b	4.18	0	73.4514	17.376	70.092	12.76	72.2137
W	80.39	1	101.77	-17.199	22.025	55.8	27.9447	W	80.39	1	82.148	-3.801	2.975	16.2	4.82682
b	4.18	0	52.9726	-28.158	10.592	-43.4	30.0843	b	4.18	0	60.5604	-49.842	21.408	-26.6	54.2451
W	80.39	1	81.6221	13.84	-1.653	-2.31	13.9384	W	80.39	1	87.2287	26.16	-17.347	-12.69	31.3889
tau	1.7768	0	48.0699	-1.946	46.024	-13.622	46.0651	tau	1.7768	0	95.0268	-12.054	41.976	-84.378	43.6725
b	4.18	0	45.9461	7.32	45.158	0.861	45.7474	b	4.18	0	31.7639	22.68	21.842	0.139	31.4874
b	4.18	0	63.6799	-50.235	1.197	38.893	50.2493	b	4.18	0	61.4041	-34.765	5.803	50.107	35.246
b	4.18	0	32.3423	2.336	1.694	-31.941	2.88557	b	4.18	0	59.2309	1.664	0.306	-59.059	1.6919
b	4.18	0	39.1187	-9.396	29.24	-23.865	30.7126	b	4.18	0	21.9159	-8.604	4.76	-19.135	9.83293
W	80.39	1	83.8293	-22.098	6.86	-5.424	23.1383	W	80.39	1	107.084	-64.902	28.14	-0.576	70.7399
b	4.18	0	75.0482	-0.258	-58.89	46.332	58.8906	b	4.18	0	27.7944	-1.742	-19.11	19.668	19.1892
b	4.18	0	32.6217	-21.84	23.426	-4.576	32.0275	b	4.18	0	8.58879	-6.16	2.574	-3.424	6.67616
b	4.18	0	15.1829	10.912	6.336	7.337	12.6181	b	4.18	0	44.9953	5.088	41.664	15.663	41.9735
b	4.18	0	68.9849	40.712	52.348	-18.538	66.3158	b	4.18	0	43.3493	15.288	39.652	-7.462	42.4971
b	4.18	0	31.4641	27.459	12.512	-7.872	30.1753	b	4.18	0	91.6472	53.541	4.488	-74.128	53.7288
tau	1.7768	0	49.3961	-9.68	-36.651	31.62	37.9078	tau	1.7768	0	75.7478	-70.32	-20.349	19.38	73.2051
b	4.18	0	60.5166	0.645	20.548	56.764	20.5581	b	4.18	0	42.5343	0.355	23.452	35.236	23.4547
b	4.18	0	42.0647	25.488	16.137	29.016	30.1669	b	4.18	0	83.2755	1.512	82.863	6.984	82.8768
b	4.18	0	23.0563	-15.477	15.648	-5.452	22.009	b	4.18	0	68.0033	-61.523	16.352	-23.548	63.659
W	80.39	1	102.625	-3.36	60.676	-19.404	60.769	W	80.39	1	93.0116	-4.64	16.324	-43.596	16.9706
b	4.18	0	42.4288	13.407	39.176	-8.26	41.4066	b	4.18	0	53.2655	27.593	43.824	-11.74	51.7872
b	4.18	0	73.4148	5.808	-6.03	72.816	8.3722	b	4.18	0	21.014	18.192	-2.97	9.184	18.4328
b	4.18	0	86.4246	34.846	-61.439	-49.626	70.6328	b	4.18	0	8.80209	3.154	-5.561	-4.374	6.39316
W	80.39	1	82.6818	6.048	5.664	-17.466	8.28608	W	80.39	1	100.02	11.952	53.336	-23.534	54.6588
b	4.18	0	41.1325	38.019	-0.224	15.13	38.0197	b	4.18	0	31.3482	18.981	-15.776	18.87	24.6812
W	80.39	1	109.596	22.607	-36.704	-60.75	43.1075	W	80.39	1	92.4825	24.393	-25.296	-29.25	35.1412
tau	1.7768	0	35.7734	2.304	-35.557	2.64	35.6316	tau	1.7768	0	25.0744	21.696	-1.443	12.36	21.7439
b	4.18	0	105.834	-85.14	-62.583	-4.235	105.667	b	4.18	0	7.74436	-0.86	-6.417	-0.765	6.47437
b	4.18	0	14.0309	6.24	-0.776	-11.826	6.28807	b	4.18	0	99.4849	19.76	-96.224	-15.174	98.2319
b	4.18	0	72.507	-8.733	33.004	-63.83	34.1398	b	4.18	0	52.3514	-32.267	40.996	-1.17	52.1712
b	4.18	0	67.4485	-3.918	-57.35	-35.035	57.4837	b	4.18	0	56.3517	-2.082	-4.65	-55.965	5.09482
W	80.39	1	99.1771	0.938	-0.558	58.072	1.09142	W	80.39	1	101.229	1.062	-61.442	2.928	61.4512
W	80.39	1	146.764	-81.791	1.168	91.575	81.7993	W	80.39	1	82.3993	-7.209	14.832	7.425	16.4911
b	4.18	0	77.4882	47.613	-40.133	45.927	62.2708	b	4.18	0	34.0655	11.387	-26.867	17.073	29.1805
W	80.39	1	123.782	-62.96	69.937	2.079	94.1018	W	80.39	1	86.9765	-17.04	27.063	8.921	31.9807
b	4.18	0	37.4073	-34.692	13.328	0.814	37.1641	b	4.18	0	114.603	-24.308	84.672	73.186	88.0921
tau	1.7768	0	41.5177	-5.49	34.335	22.617	34.7711	tau	1.7768	0	94.2848	-84.51	10.665	40.383	85.1803
b	4.18	0	45.8285	8.608	-22.528	-38.745	24.1166	b	4.18	0	53.5993	23.392	-41.472	-24.255	47.6142
b	4.18	0	63.3742	-50.4	0.168	38.192	50.4003	b	4.18	0	22.93	-21.6	2.832	5.808	21.7849
b	4.18	0	27.7063	-1.524	18.328	-20.296	18.3913	b	4.18	0	27.506	-10.476	10.672	-22.704	14.9545
W	80.39	1	94.1662	9.255	15.96	-45.435	18.4493	W	80.39	1	83.0341	5.745	4.04	-19.565	7.02329
b	4.18	0	50.8909	-7.07	0.611	-50.22	7.09635	b	4.18	0	75.5883	-62.93	12.389	-39.78	64.1379
W	80.39	1	138.204	15.466	-87	69.496	88.364	W	80.39	1	81.7712	6.534	-13	3.504	14.5497
tau	1.7768	0	48.0834	22.792	-5.038	-42	23.3422	tau	1.7768	0	53.2695	33.208	-16.962	-38	37.2892
b	4.18	0	28.4905	-9.59	-16.008	21.119	18.6608	b	4.18	0	76.5123	-4.41	-70.992	27.881	71.1288
b	4.18	0	49.1239	0.496	44.28	20.85	44.2828	b	4.18	0	39.0673	1.504	37.72	9.15	37.75
W	80.39	1	95.0371	33.908	31.16	-21.185	46.051	W	80.39	1	110.531	15.092	8.84	-73.815	17.4904
b	4.18	0	23.6165	13.113	-17.697	7.425	22.0258	b	4.18	0	82.712	33.887	-33.303	67.575	47.5123
b	4.18	0	72.1536	-1.988	27.244	-66.652	27.3164	b	4.18	0	15.8024	-12.012	0.756	-9.348	12.0358
b	4.18	0	62.5018	-61.612	7.11	6.512	62.0209	b	4.18	0	12.3671	-11.388	1.89	1.488	11.5438
b	4.18	0	22.486	-4.984	-7.939	-20.007	9.37379	b	4.18	0	21.6657	-3.016	-9.061	-18.993	9.54976
W	80.39	1	82.458	3.705	-14.202	-11.016	14.6773	W	80.39	1	90.4156	11.295	-39.798	-0.984	41.3698
b	4.18	0	61.4741	23.166	39.804	-40.504	46.0546	b	4.18	0	48.2087	2.834	22.196	-42.496	22.3762
b	4.18	0	40.8046	40.545	1.742	0.782	40.5824	b	4.18	0	80.7177	44.455	65.258	16.218	78.9611
b	4.18	0	53.0265	17.871	49.096	-8.034	52.2474	b	4.18	0	36.654	3.129	18.904	-30.966	19.1612
W	80.39	1	87.119	-3.614	33.128	4.08	33.3245	W	80.39	1	85.3176	-22.386	7.872	15.92	23.7298
tau	1.7768	0	50.1328	33.196	-37.316	3.96	49.9446	tau	1.7768	0	67.9214	52.804	-38.684	18.04	65.4577
W	80.39	1	89.4128	-7.171	24.354	-29.792	25.3878	W	80.39	1	103.036	-63.829	8.646	-2.208	64.4119
tau	1.7768	0	54.3476	8.52	53.632	1.232	54.3045	tau	1.7768	0	79.4533	21.48	10.368	75.768	23.8513
b	4.18	0	61.1534	16.344	3.822	-58.656	16.7849	b	4.18	0	29.3642	19.656	9.178	-19.344	21.6932
b	4.18	0	54.2988	40.434	-35.19	7.592	53.6027	b	4.18	0	12.0356	5.566	-9.81	0.408	11.279
tau	1.7768	0	65.6064	-62.997	-4.05	17.777	63.1271	tau	1.7768	0	32.4952	-20.003	-22.95	11.223	30.4438
W	80.39	1	87.4483	-0.352	-10.488	32.78	10.4939	W	80.39	1	119.469	-87.648	-1.512	11.22	87.661
b	4.18	0	16.229	-11.724	4.02	9.607	12.3941	b	4.18	0	9.63023	-0.276	7.98	3.393	7.98477
b	4.18	0	45.5536	36.708	12.382	-23.598	38.74	b	4.18	0	90.6442	47.292	69.618	-33.402	84.1617
Z	91.19	1	108.581	14.56	-12.675	55.692	19.3041	Z	91.19	1	91.5232	1.44	-2.325	7.308	2.73482
tau	1.7768	0	32.0744	-18.197	18.518	-18.75	25.9624	tau	1.7768	0	44.2138	-12.803	28.482	-31.25	31.2272
b	4.18	0	25.9721	14.319	-18.72	-10.08	23.5685	b	4.18	0	36.5726	28.681	-13.28	-17.92	31.6063
b	4.18	0	26.2087	-23.066	-7.938	-8.624	24.3937	b	4.18	0	47.266	-14.934	-19.062	-40.376	24.2154
b	4.18	0	56.4464	-4.592	-36.19	42.871	36.4802	b	4.18	0	54.9007	-51.408	-18.81	0.129	54.7412
W	80.39	1	84.19	18.584	-3.78	-16.302	18.9645	W	80.39	1	126.576	73.416	-41.22	-49.698	84.1962
b	4.18	0	36.6156	18.491	-31.29	1.5	36.3453	b	4.18	0	86.1675	22.509	-38.71	73.5	44.7786
b	4.18	0	17.9333	0.84	15.555	7.84	15.5777	b	4.18	0	111.083	83.16	69.445	24.16	108.343
b	4.18	0	60.0577	-22.742	-16.468	52.925	28.0783	b	4.18	0	63.9857	-60.258	-6.532	20.075	60.611
b	4.18	0	32.5822	12.88	23.1	-18.564	26.4481	b	4.18	0	68.0126	43.12	51.9	-7.436	67.4755
Z	91.19	1	134.429	18.955	86.204	44.33	88.2634	Z	91.19	1	114.12	66.045	5.796	17.67	66.2988
b	4.18	0	11.3022	-3.146	6.156	-7.904	6.9133	b	4.18	0	38.163	-22.854	29.844	-5.096	37.5895
b	4.18	0	74.5225	16.585	5.874	-72.295	17.5945	b	4.18	0	27.2176	14.415	0.126	-22.705	14.4156
b	4.18	0	68.2025	47.214	-48.389	-7.966	67.6066	b	4.18	0	16.2849	13.786	-4.611	-6.034	14.5367
b	4.18	0	72.6983	55.062	-47.242	-1.984	72.5509	b	4.18	0	35.0178	1.938	-31.758	-14.016	31.8171
tau	1.7768	0	34.7623	24.119	9.73	-22.997	26.0077	tau	1.7768	0	79.3442	64.881	25.27	-38.003	69.6284
b	4.18	0	75.5529	38.655	-53.757	36.149	66.212	b	4.18	0	45.8845	6.345	-45.243	0.851	45.6858
b	4.18	0	28.6148	12.558	-24.154	-7.76	27.2235	b	4.18	0	33.827	33.442	-1.846	-2.24	33.4929
b	4.18	0	20.8301	-6.3	-19.372	-1.206	20.3707	b	4.18	0	101.439	-93.7	-38.628	-0.794	101.35
b	4.18	0	44.6696	-33.157	29.408	3.699	44.3195	b	4.18	0	44.7126	-37.843	2.592	23.301	37.9317
b	4.18	0	20.642	-3.51	19.788	-2.176	20.0969	b	4.18	0	83.8693	-6.49	77.212	-31.824	77.4843
b	4.18	0	35.7323	-29.25	-0.483	20.088	29.254	b	4.18	0	94.9972	-60.75	-0.517	72.912	60.7522
b	4.18	0	24.894	12.7	-3.784	20.655	13.2517	b	4.18	0	95.3613	37.3	-84.216	24.345	92.1066
W	80.39	1	105.426	-19.83	60.83	-23.636	63.9806	W	80.39	1	83.8676	-10.17	16.17	-14.364	19.1023
b	4.18	0	13.8237	-5.16	8.802	8.338	10.203	b	4.18	0	15.6468	-14.84	0.198	2.662	14.8413
b	4.18	0	88.3123	60.085	19.278	61.642	63.1019	b	4.18	0	19.6918	0.915	14.722	12.358	14.7504
b	4.18	0	62.348	8.15	-37.3	-49.113	38.18	b	4.18	0	13.6289	1.85	-12.7	-1.887	12.834
W	80.39	1	93.3169	-16.058	43.165	-11.154	46.0551	W	80.39	1	115.131	-14.942	45.835	-66.846	48.209
W	80.39	1	94.669	21.328	-42.34	15.878	47.4084	W	80.39	1	86.5875	9.672	-30.66	1.122	32.1494
b	4.18	0	22.8375	20.424	8.66	-3.456	22.1841	b	4.18	0	26.3448	25.576	1.34	-4.544	25.6111
